Order_ID,Customer_ID,Order_Date,Product,Category,Country,Sales_Channel,Quantity,Unit_Price_MAD,Discount_Rate,Revenue_MAD,Cost_MAD,Profit_MAD
O100132,10057,2025-06-20,Couscous 1kg,Grains,Morocco,Supermarket,2,17.34,0.1,31.21,19.86,11.35
O100481,10091,2025-06-20,Olive Oil 5L,Oils,Morocco,Supermarket,5,164.9,0.15,700.82,459.85,240.97
O100459,10044,2025-06-21,Milk 1L,Dairy,France,Supermarket,2,7.99,0.05,15.18,8.91,6.27
O100416,10066,2025-06-22,Olive Oil 1L,Oils,Morocco,Supermarket,1,36.64,0.1,32.98,20.48,12.5
O100056,10054,2025-06-22,Olive Oil 1L,Oils,France,Supermarket,5,34.36,0.0,171.8,120.61,51.19
O100171,10008,2025-06-22,Dates 1kg,Pantry,Morocco,Online,2,56.74,0.15,96.46,64.49,31.97
O100188,10035,2025-06-23,Honey 500g,Pantry,Morocco,Supermarket,3,36.64,0.0,109.92,68.18,41.74
O100186,10049,2025-06-24,Dates 1kg,Pantry,Morocco,Supermarket,2,52.82,0.0,105.64,67.97,37.67
O100418,10022,2025-06-25,Tuna 160g,Canned Goods,Morocco,Supermarket,5,8.47,0.1,38.12,28.04,10.08
O100391,10099,2025-06-25,Dates 1kg,Pantry,Morocco,Online,3,57.2,0.0,171.6,110.22,61.38
O100019,10012,2025-06-25,Honey 500g,Pantry,Morocco,Online,3,36.52,0.0,109.56,81.89,27.67
O100205,10080,2025-06-25,Olive Oil 1L,Oils,Belgium,Supermarket,5,35.19,0.0,175.95,103.69,72.26
O100421,10069,2025-06-26,Olive Oil 1L,Oils,Morocco,Supermarket,4,34.13,0.1,122.87,74.37,48.5
O100382,10109,2025-06-27,Couscous 1kg,Grains,Morocco,Retail,5,19.01,0.0,95.05,63.33,31.72
O100248,10043,2025-06-28,Honey 500g,Pantry,Morocco,Online,2,41.73,0.0,83.46,60.89,22.57
O100198,10038,2025-06-28,Flour 1kg,Baking,Morocco,Supermarket,1,10.42,0.05,9.9,5.83,4.07
O100366,10060,2025-06-29,Flour 5kg,Baking,Spain,Supermarket,1,45.59,0.0,45.59,32.41,13.18
O100292,10013,2025-06-29,Couscous 1kg,Grains,Morocco,Online,3,19.46,0.0,58.38,39.9,18.48
O100211,10028,2025-06-30,Milk 1L,Dairy,France,Retail,1,7.7,0.05,7.31,4.41,2.9
O100285,10105,2025-06-30,Olive Oil 5L,Oils,Spain,Retail,1,161.24,0.1,145.12,107.74,37.38
O100304,10075,2025-07-01,Flour 5kg,Baking,Morocco,Retail,1,47.07,0.05,44.72,32.68,12.04
O100100,10039,2025-07-01,Couscous 1kg,Grains,Spain,Supermarket,2,16.58,0.1,29.84,19.08,10.76
O100478,10117,2025-07-01,Tuna 160g,Canned Goods,Morocco,Online,1,8.98,0.0,8.98,6.75,2.23
O100474,10002,2025-07-01,Tomato Sauce,Canned Goods,Morocco,Supermarket,1,11.2,0.0,11.2,6.88,4.32
O100499,10006,2025-07-02,Cheese 500g,Dairy,Morocco,Online,3,40.67,0.05,115.91,85.28,30.63
O100426,10050,2025-07-02,Olive Oil 1L,Oils,Morocco,Supermarket,1,38.09,0.0,38.09,23.07,15.02
O100176,10117,2025-07-02,Dates 1kg,Pantry,Morocco,Supermarket,3,59.01,0.2,141.62,87.85,53.77
O100206,10097,2025-07-03,Flour 5kg,Baking,Belgium,Supermarket,1,48.82,0.15,41.5,27.82,13.68
O100180,10094,2025-07-04,Couscous 1kg,Grains,Morocco,Supermarket,3,17.88,0.05,50.96,32.62,18.34
O100207,10068,2025-07-04,Honey 500g,Pantry,Morocco,Online,4,38.03,0.0,152.12,111.65,40.47
O100300,10080,2025-07-06,Milk 1L,Dairy,Morocco,Retail,3,7.87,0.0,23.61,14.41,9.2
O100470,10111,2025-07-06,Olive Oil 5L,Oils,Morocco,Online,2,161.37,0.0,322.74,210.19,112.55
O100443,10077,2025-07-07,Milk 1L,Dairy,Belgium,Supermarket,4,7.98,0.1,28.73,20.8,7.93
O100398,10003,2025-07-08,Tomato Sauce,Canned Goods,Morocco,Online,2,12.13,0.0,24.26,16.95,7.31
O100073,10098,2025-07-08,Olive Oil 1L,Oils,Morocco,Supermarket,1,36.79,0.15,31.27,19.93,11.34
O100197,10084,2025-07-09,Flour 1kg,Baking,Morocco,Retail,4,11.0,0.15,37.4,26.07,11.33
O100143,10019,2025-07-09,Honey 500g,Pantry,Morocco,Supermarket,3,35.57,0.0,106.71,76.24,30.47
O100419,10099,2025-07-09,Olive Oil 5L,Oils,Morocco,Online,2,159.58,0.0,319.16,238.3,80.86
O100122,10031,2025-07-09,Milk 1L,Dairy,Morocco,Supermarket,2,7.99,0.2,12.78,8.53,4.25
O100085,10030,2025-07-10,Olive Oil 5L,Oils,Morocco,Supermarket,2,153.23,0.05,291.14,172.32,118.82
O100165,10052,2025-07-10,Tuna 160g,Canned Goods,Morocco,Retail,3,9.0,0.0,27.0,17.93,9.07
O100388,10061,2025-07-11,Tomato Sauce,Canned Goods,France,Supermarket,4,11.67,0.0,46.68,29.93,16.75
O100452,10060,2025-07-11,Tomato Sauce,Canned Goods,Morocco,Supermarket,4,13.11,0.0,52.44,33.71,18.73
O100469,10005,2025-07-13,Couscous 1kg,Grains,Morocco,Retail,2,18.73,0.1,33.71,24.9,8.81
O100161,10026,2025-07-14,Dates 1kg,Pantry,Spain,Retail,2,55.05,0.05,104.59,64.46,40.13
O100213,10102,2025-07-14,Flour 5kg,Baking,Morocco,Supermarket,1,50.49,0.0,50.49,37.72,12.77
O100358,10077,2025-07-17,Couscous 5kg,Grains,Spain,Supermarket,1,75.17,0.15,63.89,41.96,21.93
O100471,10056,2025-07-18,Dates 1kg,Pantry,Morocco,Retail,3,54.86,0.0,164.58,121.14,43.44
O100439,10061,2025-07-18,Flour 5kg,Baking,Morocco,Supermarket,3,48.82,0.0,146.46,86.2,60.26
O100335,10026,2025-07-18,Dates 1kg,Pantry,Morocco,Online,2,53.41,0.05,101.48,62.21,39.27
O100414,10002,2025-07-18,Olive Oil 1L,Oils,Morocco,Online,3,35.48,0.1,95.8,57.45,38.35
O100339,10077,2025-07-20,Honey 500g,Pantry,Belgium,Supermarket,2,38.19,0.05,72.56,44.83,27.73
O100485,10094,2025-07-20,Couscous 5kg,Grains,Morocco,Supermarket,2,72.11,0.0,144.22,102.37,41.85
O100083,10019,2025-07-21,Flour 1kg,Baking,Morocco,Online,4,11.53,0.0,46.12,27.16,18.96
O100268,10017,2025-07-21,Dates 1kg,Pantry,Morocco,Retail,1,58.71,0.0,58.71,34.41,24.3
O100136,10098,2025-07-21,Flour 5kg,Baking,France,Retail,4,46.04,0.0,184.16,133.1,51.06
O100096,10018,2025-07-22,Tomato Sauce,Canned Goods,Morocco,Retail,2,11.79,0.0,23.58,14.08,9.5
O100368,10071,2025-07-22,Couscous 5kg,Grains,Spain,Retail,1,68.24,0.15,58.0,41.59,16.41
O100375,10069,2025-07-23,Honey 500g,Pantry,Belgium,Online,2,40.45,0.1,72.81,48.42,24.39
O100321,10021,2025-07-23,Cheese 500g,Dairy,Morocco,Supermarket,4,38.91,0.05,147.86,97.94,49.92
O100456,10109,2025-07-25,Honey 500g,Pantry,Morocco,Online,1,37.91,0.0,37.91,24.91,13.0
O100409,10039,2025-07-25,Honey 500g,Pantry,Morocco,Online,3,40.09,0.05,114.26,81.62,32.64
O100291,10079,2025-07-26,Tomato Sauce,Canned Goods,Morocco,Supermarket,1,11.53,0.1,10.38,6.76,3.62
O100101,10060,2025-07-26,Honey 500g,Pantry,Morocco,Retail,2,36.06,0.1,64.91,43.45,21.46
O100327,10075,2025-07-27,Tomato Sauce,Canned Goods,Morocco,Supermarket,3,11.36,0.0,34.08,23.9,10.18
O100168,10066,2025-07-27,Dates 1kg,Pantry,Morocco,Supermarket,2,56.09,0.05,106.57,73.52,33.05
O100244,10081,2025-07-29,Olive Oil 5L,Oils,Morocco,Supermarket,2,153.67,0.0,307.34,223.99,83.35
O100092,10028,2025-07-30,Olive Oil 5L,Oils,Morocco,Retail,3,142.6,0.15,363.63,243.54,120.09
O100037,10081,2025-08-01,Milk 1L,Dairy,Morocco,Supermarket,2,8.23,0.15,13.99,9.29,4.7
O100044,10069,2025-08-02,Tomato Sauce,Canned Goods,Morocco,Retail,3,11.68,0.0,35.04,22.88,12.16
O100473,10074,2025-08-02,Flour 5kg,Baking,Morocco,Online,2,45.4,0.0,90.8,56.97,33.83
O100410,10085,2025-08-03,Couscous 5kg,Grains,France,Retail,1,77.33,0.05,73.46,44.31,29.15
O100264,10048,2025-08-04,Dates 1kg,Pantry,Morocco,Supermarket,2,55.02,0.1,99.04,70.34,28.7
O100011,10110,2025-08-04,Couscous 1kg,Grains,Morocco,Retail,3,17.53,0.0,52.59,33.55,19.04
O100330,10007,2025-08-05,Milk 1L,Dairy,Morocco,Supermarket,1,8.17,0.1,7.35,5.15,2.2
O100384,10065,2025-08-07,Tuna 160g,Canned Goods,Morocco,Supermarket,1,9.79,0.15,8.32,5.64,2.68
O100098,10111,2025-08-07,Couscous 1kg,Grains,Spain,Online,3,16.73,0.15,42.66,27.76,14.9
O100251,10035,2025-08-08,Couscous 1kg,Grains,Morocco,Supermarket,1,18.81,0.1,16.93,10.54,6.39
O100344,10071,2025-08-08,Olive Oil 1L,Oils,Morocco,Retail,2,37.18,0.0,74.36,46.53,27.83
O100462,10016,2025-08-09,Tuna 160g,Canned Goods,Morocco,Online,1,9.58,0.0,9.58,6.77,2.81
O100212,10085,2025-08-10,Couscous 1kg,Grains,Morocco,Online,3,18.87,0.2,45.29,29.05,16.24
O100267,10113,2025-08-11,Dates 1kg,Pantry,Spain,Online,5,54.58,0.0,272.9,203.64,69.26
O100351,10060,2025-08-11,Olive Oil 1L,Oils,Morocco,Retail,3,33.88,0.0,101.64,61.04,40.6
O100063,10040,2025-08-11,Milk 1L,Dairy,Morocco,Online,2,8.26,0.0,16.52,12.48,4.04
O100030,10098,2025-08-11,Cheese 500g,Dairy,Morocco,Retail,2,41.64,0.05,79.12,56.23,22.89
O100106,10005,2025-08-14,Flour 5kg,Baking,Morocco,Supermarket,1,49.15,0.0,49.15,30.4,18.75
O100348,10020,2025-08-14,Tuna 160g,Canned Goods,Morocco,Supermarket,1,8.63,0.0,8.63,5.93,2.7
O100464,10109,2025-08-15,Olive Oil 5L,Oils,Morocco,Retail,2,148.01,0.0,296.02,177.63,118.39
O100262,10094,2025-08-17,Flour 5kg,Baking,Morocco,Retail,2,50.43,0.0,100.86,63.46,37.4
O100175,10108,2025-08-17,Tomato Sauce,Canned Goods,Morocco,Retail,2,12.43,0.0,24.86,17.82,7.04
O100125,10103,2025-08-21,Tuna 160g,Canned Goods,Morocco,Retail,4,9.3,0.0,37.2,26.01,11.19
O100273,10084,2025-08-22,Cheese 500g,Dairy,France,Supermarket,3,38.76,0.15,98.84,67.75,31.09
O100134,10031,2025-08-23,Cheese 500g,Dairy,Spain,Retail,4,46.19,0.05,175.52,129.91,45.61
O100276,10098,2025-08-23,Olive Oil 5L,Oils,Morocco,Online,5,145.7,0.05,692.07,404.52,287.55
O100237,10096,2025-08-25,Flour 5kg,Baking,Morocco,Supermarket,2,46.74,0.0,93.48,66.06,27.42
O100493,10118,2025-08-25,Tomato Sauce,Canned Goods,Morocco,Online,2,11.42,0.0,22.84,14.92,7.92
O100308,10009,2025-08-25,Cheese 500g,Dairy,Morocco,Online,2,40.6,0.0,81.2,48.81,32.39
O100397,10089,2025-08-25,Tuna 160g,Canned Goods,Spain,Retail,1,9.63,0.0,9.63,7.16,2.47
O100108,10077,2025-08-26,Milk 1L,Dairy,Morocco,Online,4,8.27,0.0,33.08,21.75,11.33
O100200,10109,2025-08-26,Couscous 5kg,Grains,Morocco,Retail,1,66.42,0.0,66.42,43.98,22.44
O100369,10070,2025-08-26,Flour 1kg,Baking,Morocco,Supermarket,4,10.95,0.0,43.8,25.9,17.9
O100014,10074,2025-08-27,Tuna 160g,Canned Goods,Belgium,Supermarket,5,9.11,0.0,45.55,26.71,18.84
O100380,10089,2025-08-31,Cheese 500g,Dairy,Morocco,Online,1,40.72,0.0,40.72,25.02,15.7
O100029,10005,2025-08-31,Tomato Sauce,Canned Goods,Spain,Supermarket,4,11.08,0.05,42.1,26.17,15.93
O100283,10016,2025-09-01,Honey 500g,Pantry,Morocco,Supermarket,2,40.11,0.0,80.22,48.61,31.61
O100284,10120,2025-09-01,Flour 5kg,Baking,Morocco,Supermarket,2,52.9,0.1,95.22,63.67,31.55
O100441,10033,2025-09-02,Couscous 1kg,Grains,Belgium,Retail,2,18.94,0.1,34.09,24.43,9.66
O100355,10039,2025-09-04,Olive Oil 1L,Oils,Morocco,Supermarket,2,36.27,0.0,72.54,54.32,18.22
O100329,10075,2025-09-04,Olive Oil 5L,Oils,Morocco,Online,1,153.92,0.05,146.22,100.29,45.93
O100013,10045,2025-09-04,Cheese 500g,Dairy,Morocco,Supermarket,3,45.46,0.1,122.74,75.28,47.46
O100263,10060,2025-09-05,Milk 1L,Dairy,France,Online,1,8.21,0.0,8.21,5.85,2.36
O100004,10006,2025-09-05,Couscous 5kg,Grains,Morocco,Retail,1,71.44,0.1,64.3,45.07,19.23
O100460,10062,2025-09-07,Tomato Sauce,Canned Goods,Morocco,Retail,3,12.45,0.05,35.48,26.7,8.78
O100395,10024,2025-09-08,Milk 1L,Dairy,Morocco,Online,2,8.72,0.0,17.44,10.96,6.48
O100245,10052,2025-09-09,Olive Oil 5L,Oils,Morocco,Supermarket,4,147.98,0.05,562.32,333.14,229.18
O100169,10015,2025-09-11,Couscous 5kg,Grains,Morocco,Supermarket,3,75.09,0.0,225.27,148.78,76.49
O100461,10067,2025-09-15,Cheese 500g,Dairy,Morocco,Supermarket,1,40.78,0.0,40.78,25.69,15.09
O100345,10085,2025-09-15,Olive Oil 5L,Oils,Morocco,Retail,3,138.13,0.0,414.39,287.75,126.64
O100386,10040,2025-09-16,Flour 5kg,Baking,France,Online,3,50.41,0.1,136.11,88.9,47.21
O100413,10078,2025-09-16,Cheese 500g,Dairy,Morocco,Supermarket,5,45.98,0.15,195.41,139.91,55.5
O100356,10053,2025-09-17,Tomato Sauce,Canned Goods,Morocco,Supermarket,3,12.01,0.05,34.23,20.84,13.39
O100498,10018,2025-09-17,Dates 1kg,Pantry,France,Retail,3,59.66,0.0,178.98,114.17,64.81
O100379,10064,2025-09-17,Flour 1kg,Baking,Morocco,Supermarket,3,11.74,0.0,35.22,23.81,11.41
O100420,10119,2025-09-17,Milk 1L,Dairy,France,Retail,2,8.66,0.0,17.32,13.08,4.24
O100361,10029,2025-09-17,Olive Oil 1L,Oils,Morocco,Supermarket,4,33.36,0.0,133.44,91.77,41.67
O100020,10060,2025-09-17,Honey 500g,Pantry,Morocco,Supermarket,1,35.28,0.0,35.28,26.3,8.98
O100444,10079,2025-09-17,Milk 1L,Dairy,Morocco,Supermarket,3,8.71,0.15,22.21,15.17,7.04
O100466,10025,2025-09-18,Tuna 160g,Canned Goods,France,Retail,2,9.86,0.0,19.72,14.94,4.78
O100412,10050,2025-09-20,Dates 1kg,Pantry,Morocco,Retail,2,55.52,0.1,99.94,70.22,29.72
O100246,10094,2025-09-23,Milk 1L,Dairy,France,Supermarket,2,8.4,0.0,16.8,12.35,4.45
O100194,10047,2025-09-25,Milk 1L,Dairy,Morocco,Online,1,8.6,0.0,8.6,6.31,2.29
O100295,10032,2025-09-27,Flour 5kg,Baking,Belgium,Supermarket,1,51.0,0.0,51.0,34.27,16.73
O100315,10028,2025-09-27,Dates 1kg,Pantry,Morocco,Online,2,52.78,0.1,95.0,67.69,27.31
O100172,10110,2025-09-27,Dates 1kg,Pantry,Morocco,Online,1,55.71,0.0,55.71,41.55,14.16
O100343,10039,2025-09-28,Tomato Sauce,Canned Goods,Morocco,Retail,2,12.27,0.0,24.54,14.86,9.68
O100192,10030,2025-09-28,Cheese 500g,Dairy,Morocco,Supermarket,1,44.16,0.1,39.74,26.43,13.31
O100127,10052,2025-09-29,Cheese 500g,Dairy,Spain,Supermarket,1,40.14,0.05,38.13,27.24,10.89
O100294,10005,2025-09-30,Flour 1kg,Baking,Morocco,Supermarket,2,11.71,0.1,21.08,12.81,8.27
O100131,10103,2025-10-01,Milk 1L,Dairy,Morocco,Supermarket,3,8.01,0.1,21.63,13.48,8.15
O100053,10112,2025-10-02,Olive Oil 1L,Oils,Morocco,Supermarket,3,33.54,0.15,85.53,56.35,29.18
O100079,10039,2025-10-02,Couscous 5kg,Grains,Morocco,Supermarket,2,75.96,0.0,151.92,98.17,53.75
O100080,10094,2025-10-02,Cheese 500g,Dairy,France,Supermarket,1,39.29,0.0,39.29,24.03,15.26
O100236,10092,2025-10-03,Tuna 160g,Canned Goods,Morocco,Retail,4,9.69,0.0,38.76,26.36,12.4
O100253,10040,2025-10-03,Tomato Sauce,Canned Goods,Morocco,Supermarket,2,11.06,0.05,21.01,15.93,5.08
O100411,10086,2025-10-04,Flour 1kg,Baking,Morocco,Online,2,11.81,0.0,23.62,16.13,7.49
O100352,10017,2025-10-05,Flour 5kg,Baking,Spain,Retail,2,46.89,0.0,93.78,63.62,30.16
O100129,10052,2025-10-05,Flour 1kg,Baking,Morocco,Supermarket,3,10.47,0.0,31.41,20.92,10.49
O100346,10079,2025-10-07,Flour 1kg,Baking,Morocco,Retail,2,11.6,0.15,19.72,13.07,6.65
O100174,10099,2025-10-08,Tomato Sauce,Canned Goods,Belgium,Supermarket,3,11.11,0.05,31.66,19.24,12.42
O100120,10098,2025-10-09,Couscous 5kg,Grains,Morocco,Supermarket,2,68.61,0.0,137.22,95.72,41.5
O100233,10071,2025-10-09,Dates 1kg,Pantry,Spain,Retail,2,56.42,0.15,95.91,64.64,31.27
O100077,10104,2025-10-10,Honey 500g,Pantry,Morocco,Retail,1,39.42,0.1,35.48,21.65,13.83
O100000,10073,2025-10-11,Milk 1L,Dairy,Morocco,Retail,2,8.78,0.0,17.56,13.28,4.28
O100048,10040,2025-10-11,Olive Oil 1L,Oils,Morocco,Supermarket,2,35.29,0.0,70.58,47.75,22.83
O100333,10024,2025-10-11,Olive Oil 5L,Oils,Morocco,Supermarket,1,162.66,0.0,162.66,104.19,58.47
O100424,10019,2025-10-12,Flour 1kg,Baking,Morocco,Supermarket,2,11.71,0.0,23.42,16.98,6.44
O100061,10107,2025-10-12,Olive Oil 5L,Oils,Morocco,Supermarket,4,144.66,0.05,549.71,331.63,218.08
O100405,10047,2025-10-13,Cheese 500g,Dairy,Morocco,Retail,4,45.46,0.0,181.84,131.39,50.45
O100203,10068,2025-10-15,Flour 5kg,Baking,Morocco,Online,3,53.28,0.2,127.87,75.14,52.73
O100071,10032,2025-10-16,Cheese 500g,Dairy,France,Supermarket,2,45.33,0.05,86.13,51.69,34.44
O100423,10119,2025-10-17,Cheese 500g,Dairy,Morocco,Online,2,44.1,0.15,74.97,54.29,20.68
O100219,10112,2025-10-19,Flour 1kg,Baking,Morocco,Supermarket,3,11.82,0.0,35.46,22.33,13.13
O100305,10096,2025-10-19,Tomato Sauce,Canned Goods,Morocco,Retail,4,12.55,0.05,47.69,32.17,15.52
O100024,10059,2025-10-19,Milk 1L,Dairy,Morocco,Supermarket,3,7.67,0.0,23.01,14.66,8.35
O100147,10021,2025-10-20,Milk 1L,Dairy,Belgium,Supermarket,2,7.75,0.0,15.5,9.37,6.13
O100003,10052,2025-10-20,Tomato Sauce,Canned Goods,Morocco,Online,1,11.55,0.05,10.97,8.06,2.91
O100184,10102,2025-10-21,Tuna 160g,Canned Goods,Morocco,Supermarket,4,8.3,0.0,33.2,24.66,8.54
O100103,10113,2025-10-24,Tomato Sauce,Canned Goods,Morocco,Supermarket,2,12.26,0.2,19.62,13.52,6.1
O100225,10095,2025-10-25,Couscous 1kg,Grains,Morocco,Retail,1,18.22,0.0,18.22,12.74,5.48
O100091,10072,2025-10-27,Olive Oil 5L,Oils,Morocco,Retail,2,164.91,0.0,329.82,215.12,114.7
O100078,10027,2025-10-28,Couscous 5kg,Grains,Morocco,Supermarket,2,76.86,0.0,153.72,100.07,53.65
O100279,10055,2025-10-29,Tuna 160g,Canned Goods,Morocco,Retail,2,9.28,0.05,17.63,12.95,4.68
O100408,10093,2025-10-29,Flour 5kg,Baking,Morocco,Retail,4,53.3,0.05,202.54,133.59,68.95
O100269,10100,2025-10-30,Tuna 160g,Canned Goods,Morocco,Online,2,8.37,0.15,14.23,10.65,3.58
O100157,10063,2025-10-30,Dates 1kg,Pantry,Morocco,Supermarket,1,52.78,0.05,50.14,34.17,15.97
O100340,10071,2025-10-30,Cheese 500g,Dairy,Morocco,Online,2,40.49,0.05,76.93,45.79,31.14
O100142,10039,2025-11-01,Flour 1kg,Baking,Morocco,Supermarket,1,10.13,0.05,9.62,7.3,2.32
O100429,10054,2025-11-01,Olive Oil 5L,Oils,Morocco,Supermarket,3,153.14,0.1,413.48,289.87,123.61
O100310,10111,2025-11-02,Milk 1L,Dairy,Morocco,Online,1,8.43,0.2,6.74,4.94,1.8
O100496,10090,2025-11-02,Milk 1L,Dairy,Morocco,Online,1,7.68,0.0,7.68,5.27,2.41
O100069,10034,2025-11-03,Olive Oil 5L,Oils,Belgium,Supermarket,1,158.91,0.0,158.91,103.33,55.58
O100457,10073,2025-11-03,Flour 5kg,Baking,Morocco,Online,3,50.62,0.0,151.86,88.93,62.93
O100043,10005,2025-11-05,Flour 5kg,Baking,Morocco,Retail,3,49.86,0.0,149.58,93.58,56.0
O100303,10008,2025-11-05,Couscous 5kg,Grains,Morocco,Supermarket,1,76.15,0.0,76.15,54.9,21.25
O100217,10087,2025-11-05,Flour 1kg,Baking,Morocco,Retail,4,10.98,0.1,39.53,28.67,10.86
O100442,10099,2025-11-08,Honey 500g,Pantry,Morocco,Online,4,39.96,0.1,143.86,107.64,36.22
O100446,10092,2025-11-09,Olive Oil 1L,Oils,Spain,Supermarket,2,32.77,0.05,62.26,38.91,23.35
O100289,10120,2025-11-11,Couscous 5kg,Grains,Morocco,Retail,2,77.67,0.05,147.57,106.81,40.76
O100400,10102,2025-11-11,Couscous 5kg,Grains,Morocco,Supermarket,2,74.78,0.0,149.56,90.9,58.66
O100094,10086,2025-11-13,Flour 5kg,Baking,Morocco,Retail,2,48.24,0.0,96.48,63.45,33.03
O100297,10094,2025-11-14,Dates 1kg,Pantry,Morocco,Online,3,55.87,0.0,167.61,121.72,45.89
O100082,10062,2025-11-15,Dates 1kg,Pantry,Morocco,Online,1,52.79,0.05,50.15,31.7,18.45
O100313,10099,2025-11-15,Couscous 1kg,Grains,Morocco,Online,3,16.69,0.0,50.07,34.08,15.99
O100137,10016,2025-11-15,Flour 1kg,Baking,Morocco,Retail,4,10.74,0.0,42.96,26.99,15.97
O100337,10058,2025-11-16,Cheese 500g,Dairy,Morocco,Supermarket,3,40.74,0.0,122.22,84.22,38.0
O100296,10019,2025-11-16,Olive Oil 1L,Oils,Morocco,Supermarket,5,37.71,0.0,188.55,137.18,51.37
O100401,10048,2025-11-17,Honey 500g,Pantry,Belgium,Supermarket,4,40.58,0.05,154.2,104.91,49.29
O100028,10054,2025-11-18,Olive Oil 5L,Oils,Morocco,Supermarket,2,154.79,0.0,309.58,182.37,127.21
O100434,10007,2025-11-18,Flour 1kg,Baking,Morocco,Supermarket,1,10.54,0.15,8.96,6.63,2.33
O100475,10036,2025-11-18,Couscous 1kg,Grains,Morocco,Retail,1,16.86,0.1,15.17,9.61,5.56
O100349,10063,2025-11-19,Olive Oil 5L,Oils,Morocco,Supermarket,2,150.04,0.0,300.08,183.87,116.21
O100440,10012,2025-11-19,Flour 1kg,Baking,Morocco,Supermarket,1,11.26,0.05,10.7,6.32,4.38
O100249,10108,2025-11-20,Olive Oil 5L,Oils,Morocco,Online,3,156.5,0.0,469.5,307.68,161.82
O100238,10061,2025-11-21,Tuna 160g,Canned Goods,Morocco,Online,3,8.6,0.0,25.8,19.48,6.32
O100026,10043,2025-11-21,Olive Oil 5L,Oils,Morocco,Online,2,141.4,0.0,282.8,199.31,83.49
O100298,10028,2025-11-22,Milk 1L,Dairy,Morocco,Supermarket,1,7.61,0.05,7.23,5.46,1.77
O100226,10113,2025-11-23,Couscous 5kg,Grains,Morocco,Supermarket,1,70.43,0.05,66.91,47.46,19.45
O100086,10018,2025-11-23,Cheese 500g,Dairy,Morocco,Retail,3,39.94,0.1,107.84,71.67,36.17
O100124,10075,2025-11-24,Tuna 160g,Canned Goods,France,Supermarket,2,8.38,0.1,15.08,10.51,4.57
O100114,10112,2025-11-25,Dates 1kg,Pantry,Morocco,Supermarket,5,57.58,0.0,287.9,190.63,97.27
O100035,10083,2025-11-26,Flour 5kg,Baking,Morocco,Supermarket,4,52.12,0.0,208.48,128.59,79.89
O100497,10045,2025-11-27,Milk 1L,Dairy,Spain,Supermarket,2,8.31,0.05,15.79,10.03,5.76
O100487,10016,2025-11-27,Cheese 500g,Dairy,Morocco,Supermarket,2,41.32,0.05,78.51,53.25,25.26
O100059,10090,2025-11-28,Flour 1kg,Baking,Morocco,Supermarket,2,11.4,0.0,22.8,14.9,7.9
O100272,10074,2025-11-29,Couscous 5kg,Grains,Morocco,Online,1,78.08,0.15,66.37,48.4,17.97
O100140,10020,2025-11-30,Dates 1kg,Pantry,Morocco,Retail,1,57.31,0.1,51.58,32.1,19.48
O100153,10074,2025-11-30,Dates 1kg,Pantry,Morocco,Retail,1,57.89,0.05,55.0,37.08,17.92
O100118,10004,2025-11-30,Tomato Sauce,Canned Goods,Morocco,Retail,2,12.39,0.0,24.78,17.94,6.84
O100111,10052,2025-12-01,Olive Oil 1L,Oils,Belgium,Supermarket,2,34.7,0.0,69.4,41.04,28.36
O100008,10015,2025-12-01,Tuna 160g,Canned Goods,Morocco,Supermarket,2,8.5,0.0,17.0,10.07,6.93
O100353,10018,2025-12-01,Couscous 1kg,Grains,Morocco,Supermarket,4,19.69,0.0,78.76,46.35,32.41
O100023,10071,2025-12-02,Couscous 1kg,Grains,France,Supermarket,2,18.52,0.2,29.63,19.11,10.52
O100495,10089,2025-12-03,Honey 500g,Pantry,Morocco,Retail,2,39.18,0.0,78.36,47.96,30.4
O100489,10055,2025-12-04,Flour 1kg,Baking,Morocco,Retail,2,10.63,0.0,21.26,13.35,7.91
O100066,10048,2025-12-04,Dates 1kg,Pantry,Morocco,Online,4,60.28,0.05,229.06,164.38,64.68
O100195,10042,2025-12-05,Tuna 160g,Canned Goods,Morocco,Online,2,9.4,0.2,15.04,9.13,5.91
O100257,10054,2025-12-06,Honey 500g,Pantry,Spain,Retail,1,36.31,0.1,32.68,19.52,13.16
O100095,10089,2025-12-07,Flour 5kg,Baking,Morocco,Online,2,47.98,0.0,95.96,65.47,30.49
O100178,10094,2025-12-07,Tomato Sauce,Canned Goods,Morocco,Retail,1,12.18,0.1,10.96,6.95,4.01
O100110,10019,2025-12-08,Couscous 5kg,Grains,Morocco,Online,4,67.76,0.0,271.04,197.93,73.11
O100450,10044,2025-12-10,Cheese 500g,Dairy,Morocco,Retail,5,43.79,0.1,197.06,142.4,54.66
O100476,10085,2025-12-11,Cheese 500g,Dairy,Belgium,Supermarket,3,39.16,0.05,111.61,84.6,27.01
O100058,10107,2025-12-12,Tomato Sauce,Canned Goods,Morocco,Online,2,12.64,0.0,25.28,17.22,8.06
O100119,10016,2025-12-13,Cheese 500g,Dairy,Belgium,Supermarket,2,39.32,0.0,78.64,51.81,26.83
O100240,10111,2025-12-13,Dates 1kg,Pantry,Morocco,Online,3,55.27,0.0,165.81,109.19,56.62
O100490,10069,2025-12-13,Tuna 160g,Canned Goods,France,Supermarket,3,9.17,0.0,27.51,20.06,7.45
O100491,10080,2025-12-14,Couscous 5kg,Grains,Morocco,Online,2,76.61,0.15,130.24,92.04,38.2
