Date,Order_ID,Product,Category,Region,Sales_Channel,Units_Sold,Unit_Price_MAD,Unit_Cost_MAD,Promotion,Revenue_MAD,Cost_MAD,Profit_MAD
2025-03-20 00:00:00,ORD-10194,Apple Juice 1L,Beverages,Fes,Retail,95,16.81,10.01,No,1596.95,951.25,645.86
2025-02-11 00:00:00,ORD-10195,Olive Oil 1L,Oils,Rabat,Wholesale,124,82.74,56.42,No,10259.76,6996.48,3262.81
2025-04-26 00:00:00,ORD-10196,Olive Oil 500ml,Oils,Casablanca,Online,93,48.64,34.59,No,4523.52,3216.85,1306.67
2025-01-15 00:00:00,ORD-10197,Couscous 1kg,Grains,Rabat,Supermarket,81,23.04,15.19,Yes,1866.24,1230.77,635.44
2025-08-29 00:00:00,ORD-10198,Canned Tomatoes 400g,Canned Goods,Casablanca,Wholesale,249,9.32,4.99,No,2320.68,1242.3,1079.17
2025-02-10 00:00:00,ORD-10199,Olive Oil 1L,Oils,Casablanca,Retail,129,83.78,58.77,No,10807.62,7581.05,3226.09
2025-06-04 00:00:00,ORD-10200,Olive Oil 500ml,Oils,Casablanca,Wholesale,124,45.98,33.92,No,5701.52,4205.56,1495.92
2025-11-26 00:00:00,ORD-10201,Olive Oil 500ml,Oils,Agadir,Supermarket,63,47.07,33.35,No,2965.41,2101.15,864.48
2025-12-08 00:00:00,ORD-10202,Milk Powder 500g,Dairy,Agadir,Retail,118,36.68,26.45,No,4328.24,3121.5,1207.12
2025-03-29 00:00:00,ORD-10203,Couscous 1kg,Grains,Marrakech,Supermarket,176,24.76,15.12,No,4357.76,2661.24,1696.83
2025-09-19 00:00:00,ORD-10204,Olive Oil 1L,Oils,Fes,Retail,75,82.9,60.23,No,6217.5,4517.47,1700.4
2025-10-09 00:00:00,ORD-10205,Canned Tomatoes 400g,Canned Goods,Casablanca,Wholesale,181,8.91,5.02,No,1612.71,908.63,703.55
2025-08-18 00:00:00,ORD-10206,Orange Juice 1L,Beverages,Marrakech,Wholesale,90,16.66,10.84,Yes,1499.4,976.03,523.57
2025-05-17 00:00:00,ORD-10207,Canned Tomatoes 400g,Canned Goods,Fes,Online,74,8.48,4.93,Yes,627.52,364.75,262.91
2025-05-25 00:00:00,ORD-10208,Couscous 1kg,Grains,Marrakech,Online,86,23.38,14.98,No,2010.68,1288.21,722.15
2025-10-15 00:00:00,ORD-10209,Milk Powder 500g,Dairy,Rabat,Supermarket,68,35.95,25.37,Yes,2444.6,1724.85,719.84
2025-06-04 00:00:00,ORD-10210,Milk Powder 500g,Dairy,Fes,Wholesale,205,38.97,25.72,No,7988.85,5272.76,2717.01
2025-05-04 00:00:00,ORD-10211,Pasta 500g,Grains,Rabat,Retail,120,12.19,7.93,Yes,1462.8,952.15,510.1
2025-05-14 00:00:00,ORD-10212,Olive Oil 500ml,Oils,Casablanca,Supermarket,43,45.87,33.32,Yes,1972.41,1432.96,539.38
2025-08-18 00:00:00,ORD-10213,Canned Tomatoes 400g,Canned Goods,Agadir,Online,12,9.29,5.17,No,111.48,62,49.53
2025-05-11 00:00:00,ORD-10214,Milk Powder 500g,Dairy,Rabat,Supermarket,38,37.72,26.4,No,1433.36,1003.27,430.03
2025-10-06 00:00:00,ORD-10215,UHT Milk 1L,Dairy,Fes,Supermarket,59,11.31,7.35,No,667.29,433.48,233.58
2025-09-01 00:00:00,ORD-10216,Orange Juice 1L,Beverages,Agadir,Supermarket,91,17.36,10.97,Yes,1579.76,998.57,581.22
2025-12-30 00:00:00,ORD-10217,UHT Milk 1L,Dairy,Casablanca,Supermarket,48,10.53,7.26,Yes,505.44,348.34,157.16
2025-01-02 00:00:00,ORD-10218,Canned Tomatoes 400g,Canned Goods,Rabat,Supermarket,117,8.45,5.12,Yes,988.65,599.17,389.01
2025-12-31 00:00:00,ORD-10219,Orange Juice 1L,Beverages,Casablanca,Supermarket,58,16.57,10.89,Yes,961.06,631.77,329.5
2025-10-11 00:00:00,ORD-10220,Canned Peas 400g,Canned Goods,Fes,Retail,47,10.77,7.35,Yes,506.19,345.29,160.74
2025-11-19 00:00:00,ORD-10221,Olive Oil 1L,Oils,Casablanca,Retail,98,76.83,57.98,Yes,7529.34,5682.43,1846.55
2025-03-28 00:00:00,ORD-10222,Olive Oil 500ml,Oils,Rabat,Retail,62,47.53,33.83,No,2946.86,2097.62,849.54
2025-02-19 00:00:00,ORD-10223,Apple Juice 1L,Beverages,Casablanca,Retail,107,16.37,9.78,Yes,1751.59,1046.27,704.8
2025-06-01 00:00:00,ORD-10224,Milk Powder 500g,Dairy,Casablanca,Supermarket,141,38.9,27.11,No,5484.9,3822.2,1662.7
2025-07-16 00:00:00,ORD-10225,Orange Juice 1L,Beverages,Casablanca,Supermarket,93,17.22,10.87,Yes,1601.46,1010.7,591.21
2025-05-28 00:00:00,ORD-10226,Orange Juice 1L,Beverages,Casablanca,Supermarket,122,18.41,10.86,No,2246.02,1324.39,921.31
2025-05-24 00:00:00,ORD-10227,Apple Juice 1L,Beverages,Agadir,Wholesale,261,16.07,10.2,Yes,4194.27,2660.93,1533.55
2025-07-16 00:00:00,ORD-10228,Canned Peas 400g,Canned Goods,Rabat,Wholesale,212,11.94,7.28,No,2531.28,1543.56,988.48
2025-03-10 00:00:00,ORD-10229,UHT Milk 1L,Dairy,Fes,Wholesale,51,10.02,7.07,Yes,511.02,360.72,150.18
2025-07-04 00:00:00,ORD-10230,UHT Milk 1L,Dairy,Casablanca,Wholesale,136,10.54,7.08,Yes,1433.44,963.28,470.6
2025-10-18 00:00:00,ORD-10231,Olive Oil 500ml,Oils,Fes,Online,76,48.82,32.94,No,3710.32,2503.4,1206.97
2025-05-10 00:00:00,ORD-10232,Canned Tomatoes 400g,Canned Goods,Casablanca,Online,62,9.27,4.96,No,574.74,307.74,267.02
2025-07-08 00:00:00,ORD-10233,Canned Peas 400g,Canned Goods,Casablanca,Online,73,12.26,6.98,No,894.98,509.44,385.49
2025-03-27 00:00:00,ORD-10234,Canned Tomatoes 400g,Canned Goods,Marrakech,Wholesale,163,8.55,5.05,Yes,1393.65,822.86,570.26
2025-06-23 00:00:00,ORD-10235,Olive Oil 1L,Oils,Casablanca,Online,81,84.92,56.5,No,6878.52,4576.18,2302.35
2025-05-12 00:00:00,ORD-10236,Canned Peas 400g,Canned Goods,Casablanca,Online,66,11.39,6.93,Yes,751.74,457.22,294.49
2025-10-18 00:00:00,ORD-10237,Couscous 1kg,Grains,Rabat,Online,53,24.47,15.19,No,1296.91,804.96,491.87
2025-02-07 00:00:00,ORD-10238,Milk Powder 500g,Dairy,Casablanca,Retail,131,38.95,25.95,No,5102.45,3399.07,1703.08
2025-12-21 00:00:00,ORD-10239,UHT Milk 1L,Dairy,Rabat,Online,69,10.85,6.88,No,748.65,475.05,273.76
2025-04-17 00:00:00,ORD-10240,Couscous 1kg,Grains,Rabat,Supermarket,85,23.18,14.71,No,1970.3,1250.27,720.22
2025-07-12 00:00:00,ORD-10241,Orange Juice 1L,Beverages,Marrakech,Wholesale,163,18.2,11.13,No,2966.6,1814.1,1152.4
2025-12-09 00:00:00,ORD-10242,Canned Peas 400g,Canned Goods,Casablanca,Supermarket,53,11.25,6.88,Yes,596.25,364.43,231.74
2025-10-03 00:00:00,ORD-10243,Couscous 1kg,Grains,Fes,Supermarket,100,23.19,15.47,No,2319,1546.8,772.12
2025-03-17 00:00:00,ORD-10244,Pasta 500g,Grains,Casablanca,Wholesale,144,13.07,7.95,No,1882.08,1144.15,738.16
2025-05-04 00:00:00,ORD-10245,UHT Milk 1L,Dairy,Marrakech,Retail,73,10.51,7.17,Yes,767.23,523.57,243.33
2025-08-11 00:00:00,ORD-10246,Olive Oil 1L,Oils,Casablanca,Retail,57,77.09,57.36,Yes,4394.13,3269.52,1124.57
2025-11-05 00:00:00,ORD-10247,Orange Juice 1L,Beverages,Marrakech,Wholesale,88,18.17,11.49,No,1598.96,1010.82,588.35
2025-12-06 00:00:00,ORD-10248,Milk Powder 500g,Dairy,Marrakech,Retail,127,35.34,27.14,Yes,4488.18,3446.41,1042.06
2025-05-03 00:00:00,ORD-10249,Milk Powder 500g,Dairy,Casablanca,Online,41,33.64,25.22,Yes,1379.24,1034.07,345.07
2025-08-24 00:00:00,ORD-10250,Milk Powder 500g,Dairy,Fes,Wholesale,136,36.95,27.18,No,5025.2,3696.13,1328.94
2025-12-19 00:00:00,ORD-10251,Olive Oil 500ml,Oils,Marrakech,Supermarket,81,47.98,32.62,No,3886.38,2642.14,1243.94
2025-04-02 00:00:00,ORD-10252,Apple Juice 1L,Beverages,Marrakech,Wholesale,231,16.62,9.93,No,3839.22,2293.72,1546.56
2025-05-08 00:00:00,ORD-10253,Couscous 1kg,Grains,Casablanca,Retail,125,24.05,15.32,No,3006.25,1914.6,1091.82
2025-09-21 00:00:00,ORD-10254,Orange Juice 1L,Beverages,Agadir,Supermarket,101,17.72,11.06,No,1789.72,1116.76,672.62
2025-03-30 00:00:00,ORD-10255,Apple Juice 1L,Beverages,Agadir,Online,95,15.63,10.15,Yes,1484.85,964.12,520.82
2025-03-05 00:00:00,ORD-10256,UHT Milk 1L,Dairy,Marrakech,Retail,150,10.85,6.86,No,1627.5,1029.19,598.46
2025-06-06 00:00:00,ORD-10257,Olive Oil 500ml,Oils,Agadir,Retail,40,47.2,32.07,No,1888,1282.63,605.48
2025-12-23 00:00:00,ORD-10258,Pasta 500g,Grains,Rabat,Wholesale,137,11.72,7.77,Yes,1605.64,1065.02,540.75
2025-01-09 00:00:00,ORD-10259,Orange Juice 1L,Beverages,Rabat,Retail,113,17.38,11.38,No,1963.94,1285.54,678.79
2025-08-17 00:00:00,ORD-10260,Orange Juice 1L,Beverages,Rabat,Supermarket,107,17.5,10.85,No,1872.5,1160.78,711.29
2025-10-23 00:00:00,ORD-10261,Canned Tomatoes 400g,Canned Goods,Fes,Retail,57,8.86,5.04,No,505.02,287.33,217.47
2025-10-09 00:00:00,ORD-10262,Pasta 500g,Grains,Casablanca,Supermarket,118,12.5,8.04,No,1475,948.85,526.06
2025-07-18 00:00:00,ORD-10263,Canned Tomatoes 400g,Canned Goods,Marrakech,Wholesale,86,8.71,5.04,No,749.06,433.44,315.96
2025-08-15 00:00:00,ORD-10264,Canned Tomatoes 400g,Canned Goods,Casablanca,Supermarket,73,8.94,4.92,No,652.62,359.21,293.27
2025-02-20 00:00:00,ORD-10265,Orange Juice 1L,Beverages,Agadir,Supermarket,118,17.81,10.68,Yes,2101.58,1260.31,841.72
2025-11-15 00:00:00,ORD-10266,Canned Peas 400g,Canned Goods,Agadir,Online,48,11.6,7.27,No,556.8,348.76,207.8
2025-01-23 00:00:00,ORD-10267,Canned Tomatoes 400g,Canned Goods,Marrakech,Retail,123,8.3,5.14,Yes,1020.9,632.46,388.03
2025-03-08 00:00:00,ORD-10268,Orange Juice 1L,Beverages,Casablanca,Retail,68,18.34,10.99,No,1247.12,747.64,499.19
2025-12-21 00:00:00,ORD-10269,Olive Oil 500ml,Oils,Casablanca,Retail,66,45.93,34.28,No,3031.38,2262.43,768.9
2025-08-28 00:00:00,ORD-10270,Pasta 500g,Grains,Agadir,Supermarket,68,12.75,8.2,No,867,557.84,309.04
2025-08-24 00:00:00,ORD-10271,Apple Juice 1L,Beverages,Rabat,Supermarket,69,16.42,10.08,No,1132.98,695.54,437.23
2025-10-03 00:00:00,ORD-10272,Canned Peas 400g,Canned Goods,Casablanca,Supermarket,67,12.33,7.04,No,826.11,471.68,354.37
2025-10-20 00:00:00,ORD-10273,Apple Juice 1L,Beverages,Marrakech,Supermarket,87,16.51,9.82,No,1436.37,854.53,582.07
2025-03-10 00:00:00,ORD-10274,Canned Tomatoes 400g,Canned Goods,Rabat,Supermarket,102,8.94,5.06,No,911.88,515.99,395.72
2025-04-09 00:00:00,ORD-10275,Couscous 1kg,Grains,Rabat,Retail,64,23.25,14.57,No,1488,932.26,555.65
2025-06-15 00:00:00,ORD-10276,Couscous 1kg,Grains,Casablanca,Retail,84,24.06,15.26,No,2021.04,1282.03,738.88
2025-02-22 00:00:00,ORD-10277,Olive Oil 1L,Oils,Marrakech,Supermarket,76,80.21,56.36,Yes,6095.96,4283.61,1812.45
2025-12-24 00:00:00,ORD-10278,Canned Tomatoes 400g,Canned Goods,Fes,Supermarket,97,9.31,5.24,No,903.07,508.51,394.46
2025-09-27 00:00:00,ORD-10279,Olive Oil 1L,Oils,Casablanca,Retail,91,85.2,56.34,No,7753.2,5126.51,2626.59
2025-01-29 00:00:00,ORD-10280,Milk Powder 500g,Dairy,Fes,Supermarket,59,37.92,25.49,No,2237.28,1504.05,733.45
2025-03-17 00:00:00,ORD-10281,Olive Oil 1L,Oils,Agadir,Supermarket,104,77.9,58.59,Yes,8101.6,6093.48,2007.85
2025-12-27 00:00:00,ORD-10282,Apple Juice 1L,Beverages,Casablanca,Retail,54,16.7,10.38,No,901.8,560.76,341.05
2025-11-11 00:00:00,ORD-10283,Pasta 500g,Grains,Marrakech,Online,54,12.51,8.01,No,675.54,432.58,243.08
2025-07-25 00:00:00,ORD-10284,Couscous 1kg,Grains,Fes,Supermarket,67,21.85,15.41,Yes,1463.95,1032.48,431.23
2025-06-17 00:00:00,ORD-10285,Milk Powder 500g,Dairy,Casablanca,Online,90,36.1,25.3,Yes,3249,2277.1,971.98
2025-07-26 00:00:00,ORD-10286,Milk Powder 500g,Dairy,Rabat,Supermarket,105,39.33,26.48,No,4129.65,2780.57,1348.89
2025-02-25 00:00:00,ORD-10287,Canned Peas 400g,Canned Goods,Fes,Online,113,11.2,6.89,Yes,1265.6,778.53,487.19
2025-06-14 00:00:00,ORD-10288,Canned Tomatoes 400g,Canned Goods,Rabat,Online,70,7.97,4.96,Yes,557.9,347.17,210.86
2025-10-28 00:00:00,ORD-10289,Olive Oil 1L,Oils,Casablanca,Supermarket,82,80.94,57.78,No,6637.08,4738.09,1899.31
2025-04-30 00:00:00,ORD-10290,Olive Oil 1L,Oils,Rabat,Supermarket,111,84.81,58.6,No,9413.91,6504.55,2909.48
2025-10-19 00:00:00,ORD-10291,UHT Milk 1L,Dairy,Casablanca,Wholesale,149,11.35,7.03,No,1691.15,1047.95,642.91
2025-02-14 00:00:00,ORD-10292,Canned Peas 400g,Canned Goods,Fes,Supermarket,76,11.8,6.84,Yes,896.8,520.01,377.05
2025-04-11 00:00:00,ORD-10293,Canned Tomatoes 400g,Canned Goods,Rabat,Wholesale,153,9.26,4.89,No,1416.78,748.04,668.27
2025-10-02 00:00:00,ORD-10294,Couscous 1kg,Grains,Casablanca,Supermarket,106,22.02,15.61,Yes,2334.12,1654.16,680.12
2025-03-09 00:00:00,ORD-10295,Couscous 1kg,Grains,Agadir,Retail,122,23.84,14.86,No,2908.48,1812.78,1095.95
2025-05-17 00:00:00,ORD-10296,UHT Milk 1L,Dairy,Rabat,Retail,88,11.29,6.93,No,993.52,610.17,382.91
2025-09-02 00:00:00,ORD-10297,Apple Juice 1L,Beverages,Fes,Online,48,15.51,10.35,Yes,744.48,497.02,247.27
2025-04-21 00:00:00,ORD-10298,UHT Milk 1L,Dairy,Casablanca,Online,143,11.19,6.82,No,1600.17,975.68,625.13
2025-05-03 00:00:00,ORD-10299,UHT Milk 1L,Dairy,Fes,Supermarket,108,10.11,7.31,Yes,1091.88,789.99,301.71
2025-04-06 00:00:00,ORD-10300,Orange Juice 1L,Beverages,Rabat,Supermarket,81,17.92,10.81,No,1451.52,875.41,575.9
2025-09-18 00:00:00,ORD-10301,Olive Oil 500ml,Oils,Agadir,Retail,117,48.59,32.24,No,5685.03,3772.28,1912.53
2025-11-24 00:00:00,ORD-10302,Olive Oil 500ml,Oils,Agadir,Online,51,46.82,33.11,No,2387.82,1688.54,699.34
2025-04-23 00:00:00,ORD-10303,Olive Oil 500ml,Oils,Agadir,Supermarket,121,42.51,32.91,Yes,5143.71,3981.51,1162.76
2025-08-03 00:00:00,ORD-10304,Canned Tomatoes 400g,Canned Goods,Rabat,Online,32,8.74,4.98,No,279.68,159.3,120.33
2025-12-09 00:00:00,ORD-10305,Pasta 500g,Grains,Marrakech,Supermarket,64,12.74,8.01,No,815.36,512.45,303.22
2025-03-10 00:00:00,ORD-10306,Olive Oil 500ml,Oils,Casablanca,Retail,98,47.13,34.05,No,4618.74,3336.68,1281.82
2025-01-07 00:00:00,ORD-10307,Pasta 500g,Grains,Marrakech,Online,64,13.31,7.8,No,851.84,499.05,352.5
2025-09-17 00:00:00,ORD-10308,Milk Powder 500g,Dairy,Fes,Online,87,34.66,26.78,Yes,3015.42,2330.13,685.25
2025-01-11 00:00:00,ORD-10309,UHT Milk 1L,Dairy,Fes,Online,72,11.22,7.26,No,807.84,522.85,285.28
2025-07-11 00:00:00,ORD-10310,Orange Juice 1L,Beverages,Rabat,Retail,111,18.21,11.04,No,2021.31,1225.42,796.3
2025-01-08 00:00:00,ORD-10311,Olive Oil 500ml,Oils,Casablanca,Wholesale,117,45.84,32.54,Yes,5363.28,3806.88,1555.82
2025-04-11 00:00:00,ORD-10312,Couscous 1kg,Grains,Agadir,Wholesale,105,23.61,14.6,No,2479.05,1532.73,946.77
2025-01-27 00:00:00,ORD-10313,Canned Peas 400g,Canned Goods,Rabat,Supermarket,127,12.25,7.05,No,1555.75,895.87,659.4
2025-03-29 00:00:00,ORD-10314,Milk Powder 500g,Dairy,Casablanca,Supermarket,115,38.3,27.09,No,4404.5,3115.13,1289.19
2025-08-14 00:00:00,ORD-10315,Apple Juice 1L,Beverages,Rabat,Retail,84,16.71,9.84,No,1403.64,826.53,577.19
2025-02-06 00:00:00,ORD-10316,Canned Peas 400g,Canned Goods,Casablanca,Online,84,10.77,6.94,Yes,904.68,582.72,322.28
2025-05-26 00:00:00,ORD-10317,Apple Juice 1L,Beverages,Casablanca,Supermarket,87,17.11,10,No,1488.57,870.12,618.4
2025-04-25 00:00:00,ORD-10318,Orange Juice 1L,Beverages,Rabat,Retail,117,17.81,11.17,No,2083.77,1306.85,777.18
2025-08-27 00:00:00,ORD-10319,Olive Oil 1L,Oils,Rabat,Supermarket,120,83.47,56.57,No,10016.4,6788.17,3227.96
2025-12-28 00:00:00,ORD-10320,Orange Juice 1L,Beverages,Fes,Supermarket,81,16.92,11.15,Yes,1370.52,903.35,467.08
2025-10-08 00:00:00,ORD-10321,Milk Powder 500g,Dairy,Fes,Retail,83,36.94,26.95,No,3066.02,2236.67,829.05
2025-12-11 00:00:00,ORD-10322,Olive Oil 1L,Oils,Casablanca,Online,76,80.45,58.2,No,6114.2,4423.37,1690.63
2025-01-23 00:00:00,ORD-10323,Pasta 500g,Grains,Marrakech,Retail,130,12.74,7.99,No,1656.2,1039.17,617.14
2025-01-15 00:00:00,ORD-10324,Olive Oil 500ml,Oils,Agadir,Retail,99,48.31,32.64,No,4782.69,3231.07,1551.34
2025-06-09 00:00:00,ORD-10325,Olive Oil 500ml,Oils,Rabat,Supermarket,103,45.29,33.98,No,4664.87,3500.45,1164.3
2025-02-08 00:00:00,ORD-10326,Olive Oil 1L,Oils,Marrakech,Wholesale,66,79.28,57.46,Yes,5232.48,3792.05,1440.17
2025-05-25 00:00:00,ORD-10327,Olive Oil 500ml,Oils,Rabat,Retail,125,47.95,34.37,No,5993.75,4295.79,1698.16
2025-05-23 00:00:00,ORD-10328,Orange Juice 1L,Beverages,Casablanca,Retail,114,18.62,11.27,No,2122.68,1284.79,838.12
2025-11-28 00:00:00,ORD-10329,Apple Juice 1L,Beverages,Casablanca,Retail,148,15.5,9.75,Yes,2294,1443.58,851.1
2025-11-07 00:00:00,ORD-10330,Apple Juice 1L,Beverages,Rabat,Supermarket,82,16.55,9.75,Yes,1357.1,799.9,557.51
2025-01-21 00:00:00,ORD-10331,Canned Tomatoes 400g,Canned Goods,Marrakech,Wholesale,147,9.06,4.98,No,1331.82,731.91,600.21
2025-12-03 00:00:00,ORD-10332,Canned Tomatoes 400g,Canned Goods,Agadir,Retail,106,9.18,5.25,No,973.08,556.4,417.15
2025-07-01 00:00:00,ORD-10333,Olive Oil 500ml,Oils,Casablanca,Retail,70,45.3,33.08,No,3171,2315.41,855.91
2025-11-07 00:00:00,ORD-10334,UHT Milk 1L,Dairy,Marrakech,Wholesale,185,11.26,7.14,No,2083.1,1320.88,761.38
2025-12-12 00:00:00,ORD-10335,UHT Milk 1L,Dairy,Marrakech,Supermarket,96,11.33,7.17,No,1087.68,688.35,399.16
2025-05-01 00:00:00,ORD-10336,Olive Oil 1L,Oils,Marrakech,Supermarket,60,82.61,59,No,4956.6,3540.24,1416.55
2025-04-18 00:00:00,ORD-10337,Pasta 500g,Grains,Casablanca,Online,36,12.86,7.79,No,462.96,280.52,182.55
2025-10-13 00:00:00,ORD-10338,Olive Oil 500ml,Oils,Rabat,Retail,69,46,32.29,No,3174,2227.95,946.25
2025-03-24 00:00:00,ORD-10339,Pasta 500g,Grains,Fes,Retail,97,12.6,8.15,No,1222.2,790.51,431.23
2025-11-25 00:00:00,ORD-10340,Apple Juice 1L,Beverages,Casablanca,Supermarket,81,17.03,10.14,No,1379.43,821.49,557.95
2025-08-23 00:00:00,ORD-10341,Couscous 1kg,Grains,Fes,Retail,79,24.86,15.54,No,1963.94,1228.05,736.28
2025-09-19 00:00:00,ORD-10342,Couscous 1kg,Grains,Rabat,Online,48,24.27,15.11,No,1164.96,725.05,440.07
2025-09-07 00:00:00,ORD-10343,Milk Powder 500g,Dairy,Rabat,Supermarket,53,36.92,25.69,No,1956.76,1361.65,595.29
2025-11-30 00:00:00,ORD-10344,UHT Milk 1L,Dairy,Casablanca,Supermarket,118,11.11,7.3,No,1310.98,861.5,449.6
2025-06-08 00:00:00,ORD-10345,Olive Oil 500ml,Oils,Agadir,Online,54,47.45,33.7,No,2562.3,1819.67,742.73
2025-07-07 00:00:00,ORD-10346,Canned Tomatoes 400g,Canned Goods,Rabat,Online,52,8.91,4.85,No,463.32,252.46,210.95
2025-10-22 00:00:00,ORD-10347,UHT Milk 1L,Dairy,Marrakech,Retail,117,10.17,7.33,Yes,1189.89,857.98,331.92
2025-06-12 00:00:00,ORD-10348,Olive Oil 500ml,Oils,Casablanca,Supermarket,133,47.54,34.52,No,6322.82,4590.89,1731.99
2025-04-29 00:00:00,ORD-10349,Couscous 1kg,Grains,Fes,Supermarket,114,23.1,15.29,No,2633.4,1743.2,890.15
2025-08-13 00:00:00,ORD-10350,Canned Tomatoes 400g,Canned Goods,Fes,Retail,113,8.67,4.89,No,979.71,552.57,427.11
2025-06-17 00:00:00,ORD-10351,Canned Tomatoes 400g,Canned Goods,Agadir,Supermarket,83,9.24,5.07,No,766.92,420.65,345.88
2025-02-27 00:00:00,ORD-10352,Canned Tomatoes 400g,Canned Goods,Fes,Online,70,8.7,4.93,No,609,344.95,263.72
2025-05-09 00:00:00,ORD-10353,Olive Oil 1L,Oils,Casablanca,Supermarket,88,81.36,59.82,No,7159.68,5264.33,1895.31
2025-08-21 00:00:00,ORD-10354,Orange Juice 1L,Beverages,Marrakech,Supermarket,66,17.41,11.03,No,1149.06,727.85,421.06
2025-12-08 00:00:00,ORD-10355,Apple Juice 1L,Beverages,Agadir,Retail,80,17.34,9.73,No,1387.2,778.02,609.56
2025-02-07 00:00:00,ORD-10356,Olive Oil 500ml,Oils,Marrakech,Supermarket,115,48.45,34.17,No,5571.75,3929.88,1642.31
2025-07-12 00:00:00,ORD-10357,Milk Powder 500g,Dairy,Fes,Supermarket,36,37.12,27.1,Yes,1336.32,975.47,360.78
2025-05-09 00:00:00,ORD-10358,Orange Juice 1L,Beverages,Agadir,Supermarket,139,17.89,11.16,No,2486.71,1551.67,934.81
2025-05-07 00:00:00,ORD-10359,Pasta 500g,Grains,Casablanca,Supermarket,124,13.4,8.16,No,1661.6,1012.25,649.76
2025-09-13 00:00:00,ORD-10360,UHT Milk 1L,Dairy,Casablanca,Retail,116,10.73,7.19,No,1244.68,834.19,411.02
2025-10-29 00:00:00,ORD-10361,Canned Peas 400g,Canned Goods,Marrakech,Online,81,12.22,7.24,No,989.82,586.22,403.62
2025-01-02 00:00:00,ORD-10362,Canned Tomatoes 400g,Canned Goods,Fes,Online,81,9.18,5.03,No,743.58,407.52,335.74
2025-11-29 00:00:00,ORD-10363,Apple Juice 1L,Beverages,Casablanca,Retail,111,16.13,10.02,Yes,1790.43,1111.69,679.02
2025-07-26 00:00:00,ORD-10364,Couscous 1kg,Grains,Casablanca,Wholesale,151,22.41,15.29,Yes,3383.91,2308.36,1074.98
2025-07-26 00:00:00,ORD-10365,Milk Powder 500g,Dairy,Casablanca,Retail,75,37.92,26.92,No,2844,2019.08,824.57
2025-09-11 00:00:00,ORD-10366,Canned Peas 400g,Canned Goods,Casablanca,Wholesale,209,11.08,7.2,Yes,2315.72,1505.62,809.73
2025-05-12 00:00:00,ORD-10367,Couscous 1kg,Grains,Marrakech,Supermarket,107,23.77,15.6,No,2543.39,1669.29,874.32
2025-03-27 00:00:00,ORD-10368,Apple Juice 1L,Beverages,Agadir,Supermarket,142,16.05,10.25,Yes,2279.1,1455.64,823.45
2025-09-03 00:00:00,ORD-10369,UHT Milk 1L,Dairy,Casablanca,Wholesale,103,11.35,6.92,No,1169.05,712.63,455.94
2025-05-09 00:00:00,ORD-10370,Olive Oil 500ml,Oils,Marrakech,Online,54,43.44,32.61,Yes,2345.76,1760.82,584.78
2025-05-02 00:00:00,ORD-10371,UHT Milk 1L,Dairy,Agadir,Supermarket,75,11.27,6.99,No,845.25,524.17,321.12
2025-09-01 00:00:00,ORD-10372,Milk Powder 500g,Dairy,Rabat,Wholesale,125,35.93,25.23,Yes,4491.25,3153.2,1337.67
2025-09-16 00:00:00,ORD-10373,Couscous 1kg,Grains,Marrakech,Supermarket,73,23.39,15.19,No,1707.47,1108.55,598.82
2025-04-04 00:00:00,ORD-10374,Canned Peas 400g,Canned Goods,Marrakech,Supermarket,120,11.29,7.23,Yes,1354.8,867.4,487.87
2025-03-06 00:00:00,ORD-10375,Couscous 1kg,Grains,Rabat,Retail,97,23.21,14.65,Yes,2251.37,1420.75,831.06
2025-07-27 00:00:00,ORD-10376,Orange Juice 1L,Beverages,Fes,Online,90,18.04,11.24,No,1623.6,1012,611.25
2025-10-02 00:00:00,ORD-10377,Apple Juice 1L,Beverages,Rabat,Supermarket,104,16.93,10.24,No,1760.72,1064.99,695.27
2025-01-21 00:00:00,ORD-10378,Orange Juice 1L,Beverages,Agadir,Supermarket,91,17.35,11.33,No,1578.85,1031.36,547.53
2025-08-08 00:00:00,ORD-10379,Pasta 500g,Grains,Marrakech,Retail,92,11.42,8.17,Yes,1050.64,751.47,299.13
2025-03-22 00:00:00,ORD-10380,Pasta 500g,Grains,Casablanca,Wholesale,146,13.45,8.01,No,1963.7,1168.97,795.07
2025-07-16 00:00:00,ORD-10381,Orange Juice 1L,Beverages,Rabat,Wholesale,98,18.11,11.22,No,1774.78,1099.71,675.53
2025-11-07 00:00:00,ORD-10382,Pasta 500g,Grains,Marrakech,Wholesale,248,12.54,8.14,No,3109.92,2019.05,1091.8
2025-08-10 00:00:00,ORD-10383,Olive Oil 500ml,Oils,Casablanca,Supermarket,119,41.29,34.32,Yes,4913.51,4083.53,830.26
2025-03-17 00:00:00,ORD-10384,Canned Tomatoes 400g,Canned Goods,Rabat,Supermarket,54,9.07,5.02,No,489.78,271.29,218.47
2025-02-09 00:00:00,ORD-10385,Apple Juice 1L,Beverages,Casablanca,Wholesale,214,17.65,10.29,No,3777.1,2202.33,1575.59
2025-01-21 00:00:00,ORD-10386,Milk Powder 500g,Dairy,Casablanca,Wholesale,74,35.12,26.94,Yes,2598.88,1993.48,605.22
2025-10-04 00:00:00,ORD-10387,Canned Tomatoes 400g,Canned Goods,Marrakech,Retail,73,8.67,5.16,No,632.91,377.03,256.09
