Date,Product,Batch,Production_Qty,Defects,Humidity_pct,Fat_pct,Viscosity,Fineness_um,Production_Time_h,Operator,Machine
2024-08-16,Noir Corsé,B10270,1376,15,0.98,32.1,6330.0,18.2,6.75,OP01,M01
2024-08-17,Noir Corsé,B10271,1360,23,0.82,31.8,6652.0,20.0,7.31,OP04,M03
2024-08-18,Noir Extrême,B10272,1357,25,0.68,38.3,6784.0,17.0,7.81,OP04,M03
2024-08-19,Noir Extrême,B10273,1154,26,0.38,40.1,6141.0,19.2,6.81,OP03,M02
2024-08-20,Noir Gourmand,B10274,1422,27,0.45,29.9,6248.0,16.8,6.59,OP03,M03
2024-08-20,Lait Suprême,B10275,1409,27,0.59,37.9,6347.0,17.1,7.79,OP03,M03
2024-08-21,Noir Extrême,B10276,859,21,1.08,29.8,7039.0,17.0,7.57,OP04,M01
2024-08-22,Noir Light,B10277,1299,15,0.87,36.8,6450.0,16.3,7.69,OP04,M03
2024-08-23,Noir Extrême,B10278,1082,22,1.09,34.4,6586.0,18.3,7.8,OP05,M02
2024-08-24,Noir Extrême,B10279,1448,36,0.62,28.9,6641.0,16.9,7.14,OP04,M03
2024-08-25,Noir Light,B10280,1128,15,0.6,36.1,6679.0,17.9,7.02,OP03,M02
2024-08-26,Noir Extrême,B10281,1439,33,0.71,29.7,7029.0,17.8,6.5,OP01,M01
2024-08-26,Noir Corsé,B10282,1463,19,1.09,40.3,6112.0,17.4,6.62,OP02,M01
2024-08-27,Noir Light,B10283,1438,16,0.93,31.3,6787.0,18.8,6.5,OP04,M01
2024-08-28,Noir Corsé,B10284,1405,18,0.91,28.1,6835.0,19.3,7.98,OP02,M01
2024-08-29,Noir Corsé,B10285,1287,17,0.64,38.2,6123.0,17.3,7.82,OP02,M03
2024-08-30,Noir Light,B10286,1454,22,0.43,35.4,6010.0,18.6,7.16,OP02,M02
2024-08-31,Noir Light,B10287,1219,18,0.7,31.0,7076.0,16.6,6.68,OP02,M03
2024-08-31,Noir Corsé,B10288,1120,18,0.52,37.0,6298.0,18.4,7.58,OP04,M02
2024-09-01,Lait Suprême,B10289,1472,34,0.48,36.5,6226.0,17.6,7.47,OP01,M03
2024-09-02,Noir Light,B10290,914,9,0.87,29.0,7066.0,16.0,7.04,OP04,M02
2024-09-03,Lait Suprême,B10291,1380,21,0.79,30.4,6565.0,19.9,6.61,OP04,M01
2024-09-04,Noir Gourmand,B10292,1066,14,1.13,41.3,6478.0,17.1,7.57,OP01,M01
2024-09-05,Noir Corsé,B10293,883,13,0.78,30.1,6100.0,16.3,7.88,OP04,M02
2024-09-06,Noir Light,B10294,1198,18,0.99,37.1,6772.0,17.2,7.16,OP03,M03
2024-09-06,Noir Light,B10295,887,13,0.4,36.6,6066.0,18.7,7.49,OP02,M01
2024-09-07,Noir Light,B10296,939,12,0.45,41.3,6628.0,19.1,7.58,OP01,M01
2024-09-08,Noir Light,B10297,1073,14,0.41,40.6,6402.0,17.7,7.29,OP02,M02
2024-09-09,Lait Suprême,B10298,1440,20,0.71,33.0,6600.0,18.3,7.05,OP05,M03
2024-09-10,Lait Suprême,B10299,1488,27,0.51,35.1,6053.0,19.5,6.87,OP05,M01
2024-09-11,Noir Corsé,B10300,952,11,1.16,28.5,6964.0,18.9,7.48,OP04,M02
2024-09-12,Noir Light,B10301,1224,18,0.59,39.6,6686.0,16.5,7.51,OP02,M02
2024-09-12,Noir Extrême,B10302,1326,33,1.16,29.0,6558.0,17.1,7.77,OP02,M01
2024-09-13,Lait Suprême,B10303,1265,15,0.48,35.9,6365.0,18.5,7.2,OP05,M01
2024-09-14,Noir Gourmand,B10304,1357,23,0.52,28.1,6492.0,16.9,7.02,OP02,M02
2024-09-15,Noir Extrême,B10305,1471,25,0.96,32.3,6246.0,19.9,7.13,OP01,M02
2024-09-16,Noir Extrême,B10306,894,12,0.51,39.8,6496.0,19.6,7.19,OP03,M01
2024-09-17,Noir Extrême,B10307,1315,23,1.04,29.0,6681.0,17.7,7.95,OP01,M03
2024-09-17,Noir Light,B10308,1120,16,0.65,39.6,6392.0,17.8,6.85,OP03,M02
2024-09-18,Noir Light,B10309,910,9,0.45,34.5,6488.0,18.1,7.95,OP05,M01
2024-09-19,Noir Light,B10310,1272,13,0.41,30.2,6823.0,19.3,7.55,OP03,M02
2024-09-20,Noir Extrême,B10311,950,13,0.52,33.0,6616.0,18.7,6.89,OP03,M01
2024-09-21,Noir Light,B10312,1261,17,0.8,29.3,6122.0,19.2,6.68,OP04,M01
2024-09-22,Noir Extrême,B10313,1000,23,0.64,36.8,6774.0,18.3,6.89,OP02,M01
2024-09-23,Noir Extrême,B10314,1000,24,0.7,29.8,7086.0,19.3,7.0,OP01,M01
2024-09-23,Noir Extrême,B10315,971,22,0.69,38.1,6595.0,17.5,7.14,OP01,M02
2024-09-24,Lait Suprême,B10316,1079,15,1.1,28.5,6743.0,17.0,6.94,OP02,M01
2024-09-25,Noir Corsé,B10317,861,11,0.64,33.9,6771.0,19.2,6.87,OP04,M03
2024-09-26,Noir Gourmand,B10318,1165,17,1.0,32.8,6679.0,17.3,6.91,OP04,M01
2024-09-27,Noir Extrême,B10319,1022,13,1.03,31.9,6970.0,17.9,7.04,OP05,M02
2024-09-28,Noir Gourmand,B10320,901,12,0.52,35.5,6949.0,18.9,7.65,OP02,M01
2024-09-29,Noir Light,B10321,1161,21,1.19,30.4,6284.0,17.3,7.61,OP04,M03
2024-09-29,Lait Suprême,B10322,1158,27,0.81,35.9,6226.0,20.0,7.82,OP01,M03
2024-09-30,Noir Corsé,B10323,978,16,0.38,31.3,6263.0,18.1,6.5,OP03,M03
2024-10-01,Noir Gourmand,B10324,1146,20,1.13,39.8,6388.0,16.1,7.38,OP02,M01
2024-10-02,Noir Light,B10325,1171,18,0.64,41.2,6475.0,16.4,6.95,OP05,M01
2024-10-03,Noir Light,B10326,1452,23,0.88,30.4,7162.0,18.8,7.89,OP04,M01
2024-10-04,Lait Suprême,B10327,978,14,0.96,32.1,6213.0,16.0,7.55,OP05,M01
2024-10-04,Noir Gourmand,B10328,832,10,0.59,39.3,6734.0,18.6,6.66,OP05,M02
2024-10-05,Noir Corsé,B10329,878,11,1.18,30.4,7062.0,16.4,7.56,OP03,M01
2024-10-06,Lait Suprême,B10330,1069,14,0.92,32.9,6944.0,18.9,6.57,OP01,M02
2024-10-07,Noir Corsé,B10331,969,20,0.74,33.3,6655.0,16.4,7.22,OP04,M03
2024-10-08,Noir Gourmand,B10332,965,16,1.02,28.5,6024.0,17.0,6.66,OP02,M03
2024-10-09,Lait Suprême,B10333,963,17,0.79,40.6,6112.0,18.4,7.42,OP04,M01
2024-10-10,Noir Corsé,B10334,1239,26,0.45,40.5,6189.0,16.4,6.81,OP01,M03
2024-10-10,Noir Light,B10335,1351,14,0.55,31.3,6060.0,18.3,7.76,OP05,M02
2024-10-11,Noir Light,B10336,802,10,0.57,37.3,6720.0,16.8,6.54,OP03,M01
2024-10-12,Noir Light,B10337,882,12,0.4,39.0,6565.0,19.6,6.9,OP03,M03
2024-10-13,Noir Gourmand,B10338,1177,21,0.63,34.2,6316.0,17.9,6.84,OP02,M02
2024-10-14,Lait Suprême,B10339,953,20,0.9,29.2,6413.0,18.2,7.96,OP01,M03
2024-10-15,Noir Gourmand,B10340,861,16,1.04,33.9,6643.0,19.5,7.21,OP05,M01
2024-10-16,Noir Light,B10341,879,10,1.07,28.5,6685.0,18.1,7.36,OP03,M02
2024-10-16,Noir Gourmand,B10342,1257,16,1.19,41.6,6970.0,16.5,7.14,OP01,M01
2024-10-17,Noir Corsé,B10343,1407,18,1.12,40.8,6080.0,17.6,7.1,OP02,M01
2024-10-18,Lait Suprême,B10344,1267,24,0.31,37.8,6705.0,19.1,6.67,OP05,M02
2024-10-19,Noir Light,B10345,1400,19,1.17,29.4,6127.0,19.1,7.68,OP05,M01
2024-10-20,Noir Gourmand,B10346,1068,14,0.74,36.5,6045.0,17.1,6.72,OP04,M02
2024-10-21,Noir Gourmand,B10347,838,13,1.09,37.7,6059.0,17.9,6.9,OP04,M03
2024-10-21,Lait Suprême,B10348,1108,15,1.06,40.0,6822.0,19.9,6.84,OP03,M01
2024-10-22,Lait Suprême,B10349,1126,18,0.68,37.0,6226.0,16.8,7.74,OP04,M03
2024-10-23,Noir Corsé,B10350,856,14,0.44,32.4,6608.0,16.5,7.78,OP03,M03
2024-10-24,Noir Gourmand,B10351,996,18,0.48,28.8,6040.0,16.2,7.04,OP02,M01
2024-10-25,Noir Light,B10352,1273,16,0.87,29.7,6037.0,17.5,7.39,OP03,M02
2024-10-26,Noir Light,B10353,1362,15,0.45,40.5,6899.0,18.8,6.93,OP05,M02
2024-10-27,Noir Corsé,B10354,1383,23,0.49,31.1,6270.0,16.8,7.48,OP02,M01
2024-10-27,Noir Gourmand,B10355,1283,24,0.88,36.4,6010.0,17.0,7.71,OP01,M01
2024-10-28,Lait Suprême,B10356,1231,28,1.07,34.4,6262.0,17.2,7.28,OP03,M03
2024-10-29,Noir Gourmand,B10357,903,10,1.2,41.5,7007.0,18.2,7.39,OP05,M02
2024-10-30,Lait Suprême,B10358,1291,15,1.19,37.0,7034.0,17.0,7.57,OP01,M02
2024-10-31,Lait Suprême,B10359,1327,25,1.11,39.3,6963.0,18.4,7.49,OP02,M01
2024-11-01,Noir Light,B10360,1469,21,0.57,40.7,6486.0,18.9,7.37,OP01,M03
2024-11-02,Noir Gourmand,B10361,1025,17,0.87,34.7,7129.0,17.4,6.95,OP03,M01
2024-11-02,Noir Light,B10362,984,13,0.72,38.4,6870.0,18.2,7.87,OP05,M03
2024-11-03,Lait Suprême,B10363,1025,17,0.97,32.3,6946.0,17.3,6.89,OP01,M03
2024-11-04,Lait Suprême,B10364,1279,15,0.87,36.1,6745.0,17.9,6.79,OP01,M02
2024-11-05,Noir Extrême,B10365,1340,26,0.35,40.0,6165.0,16.8,7.11,OP04,M03
2024-11-06,Noir Gourmand,B10366,1121,20,0.46,29.1,6399.0,19.9,6.97,OP02,M02
2024-11-07,Noir Extrême,B10367,1078,17,1.0,36.1,6190.0,19.1,7.67,OP04,M01
2024-11-07,Noir Light,B10368,1446,19,0.69,34.7,6006.0,18.1,7.6,OP04,M03
2024-11-08,Noir Extrême,B10369,994,13,0.3,38.3,6272.0,19.5,6.97,OP05,M02
2024-11-09,Noir Extrême,B10370,1400,23,0.36,28.6,7138.0,17.8,7.28,OP05,M02
2024-11-10,Noir Gourmand,B10371,936,12,1.11,33.0,6226.0,19.8,7.88,OP04,M02
2024-11-11,Noir Corsé,B10372,1027,17,0.42,38.3,6708.0,16.7,7.05,OP02,M01
2024-11-12,Noir Extrême,B10373,1345,26,0.83,28.7,6130.0,19.3,6.57,OP03,M02
2024-11-13,Noir Extrême,B10374,1187,16,0.53,37.8,6247.0,18.7,6.51,OP04,M02
2024-11-13,Noir Corsé,B10375,1476,25,0.86,37.8,6503.0,19.6,7.27,OP01,M03
2024-11-14,Noir Gourmand,B10376,915,16,0.75,36.5,6934.0,19.3,7.96,OP03,M01
2024-11-15,Lait Suprême,B10377,1100,16,0.79,40.7,6826.0,17.9,6.85,OP04,M03
2024-11-16,Noir Extrême,B10378,912,24,0.9,30.1,6108.0,18.0,7.59,OP01,M03
2024-11-17,Noir Extrême,B10379,1265,30,0.57,34.5,6120.0,16.7,6.56,OP02,M02
2024-11-18,Lait Suprême,B10380,1234,22,0.39,38.6,6055.0,19.4,7.5,OP03,M02
2024-11-19,Noir Light,B10381,1246,18,0.54,38.3,6447.0,17.4,6.67,OP03,M02
2024-11-19,Noir Corsé,B10382,1192,18,0.73,33.9,7063.0,16.7,6.7,OP03,M02
2024-11-20,Noir Extrême,B10383,1224,29,0.73,36.0,6526.0,18.4,7.67,OP01,M01
2024-11-21,Noir Gourmand,B10384,1292,25,0.4,33.8,6055.0,17.0,6.97,OP02,M01
2024-11-22,Noir Gourmand,B10385,1376,20,1.16,40.2,6623.0,18.8,7.43,OP05,M03
2024-11-23,Noir Corsé,B10386,1291,20,0.91,33.4,7007.0,18.2,7.98,OP02,M03
2024-11-24,Noir Extrême,B10387,1315,31,1.07,40.2,6090.0,18.0,6.86,OP02,M01
2024-11-24,Lait Suprême,B10388,1026,17,0.64,39.4,6095.0,17.8,7.36,OP05,M01
2024-11-25,Noir Extrême,B10389,1121,15,0.75,37.1,6123.0,17.6,7.34,OP04,M02
2024-11-26,Noir Extrême,B10390,1431,30,1.1,35.9,6786.0,17.8,7.01,OP05,M01
2024-11-27,Noir Extrême,B10391,1137,22,0.86,34.6,6789.0,18.9,6.67,OP04,M01
2024-11-28,Noir Light,B10392,1161,17,1.17,32.1,6626.0,18.8,6.57,OP03,M01
2024-11-29,Noir Light,B10393,1217,11,0.85,30.6,7116.0,17.6,7.19,OP02,M02
2024-11-30,Noir Light,B10394,909,14,0.34,36.9,6807.0,16.5,7.84,OP03,M03
2024-11-30,Noir Corsé,B10395,1314,17,0.75,35.4,6058.0,19.7,7.76,OP05,M03
2024-12-01,Noir Corsé,B10396,1390,19,1.03,29.4,6789.0,18.4,6.98,OP02,M03
2024-12-02,Noir Corsé,B10397,1052,13,1.17,41.6,6543.0,16.5,7.12,OP05,M02
2024-12-03,Noir Gourmand,B10398,1119,18,1.14,36.9,6241.0,18.5,6.94,OP05,M02
2024-12-04,Lait Suprême,B10399,1463,35,0.46,35.6,6764.0,18.8,7.64,OP02,M03
2024-12-05,Noir Gourmand,B10400,1382,26,0.94,37.4,7073.0,18.1,7.82,OP05,M02
2024-12-06,Noir Corsé,B10401,908,10,0.43,37.4,6240.0,19.0,6.74,OP05,M01
2024-12-06,Lait Suprême,B10402,948,21,0.92,32.1,6904.0,16.1,7.72,OP03,M03
2024-12-07,Noir Extrême,B10403,1027,26,0.81,31.3,6941.0,19.2,6.93,OP05,M03
2024-12-08,Noir Extrême,B10404,1224,29,1.18,32.4,6663.0,16.1,6.88,OP04,M02
2024-12-09,Noir Gourmand,B10405,1446,24,0.88,38.6,6656.0,18.4,7.66,OP02,M02
2024-12-10,Noir Light,B10406,980,14,0.37,41.5,6882.0,16.5,6.56,OP04,M02
2024-12-11,Lait Suprême,B10407,932,13,1.06,28.1,6560.0,19.7,6.56,OP03,M03
2024-12-11,Lait Suprême,B10408,1438,29,0.9,34.9,6687.0,17.4,7.68,OP01,M03
2024-12-12,Lait Suprême,B10409,987,18,1.01,30.2,6652.0,17.6,7.02,OP02,M03
2024-12-13,Noir Light,B10410,1137,15,0.5,38.5,6637.0,20.0,7.74,OP03,M03
2024-12-14,Noir Extrême,B10411,1254,20,0.88,40.9,6293.0,16.2,7.83,OP03,M01
2024-12-15,Noir Corsé,B10412,1060,15,0.55,40.8,6987.0,17.5,7.7,OP04,M01
2024-12-16,Noir Corsé,B10413,1101,19,0.47,35.2,7138.0,16.7,7.93,OP01,M02
2024-12-17,Noir Gourmand,B10414,1439,19,0.9,38.8,7038.0,17.7,6.66,OP01,M03
2024-12-17,Noir Gourmand,B10415,1460,31,0.36,37.6,6029.0,18.9,6.56,OP04,M03
2024-12-18,Noir Extrême,B10416,1055,21,0.82,31.2,6310.0,17.6,7.45,OP02,M01
2024-12-19,Noir Corsé,B10417,1196,18,0.78,37.0,6742.0,19.0,7.38,OP01,M02
2024-12-20,Noir Extrême,B10418,907,14,0.92,36.5,6338.0,19.7,7.07,OP05,M02
2024-12-21,Noir Extrême,B10419,1344,20,0.97,39.2,7019.0,17.2,7.45,OP02,M02
2024-12-22,Lait Suprême,B10420,810,15,0.8,29.7,6006.0,18.4,7.31,OP03,M03
2024-12-23,Noir Extrême,B10421,1150,17,1.12,39.9,6171.0,16.7,7.43,OP02,M02
2024-12-23,Lait Suprême,B10422,984,17,0.81,28.8,6901.0,20.0,7.32,OP01,M01
2024-12-24,Noir Gourmand,B10423,1485,18,0.39,38.2,6585.0,17.3,6.69,OP03,M01
2024-12-25,Noir Light,B10424,1432,14,0.47,34.8,6394.0,18.6,7.54,OP03,M01
2024-12-26,Noir Light,B10425,1171,19,1.16,30.4,6376.0,19.1,7.57,OP05,M03
2024-12-27,Noir Corsé,B10426,936,14,0.6,34.7,6534.0,19.1,7.23,OP03,M02
2024-12-28,Noir Extrême,B10427,882,20,1.07,30.0,6646.0,17.1,7.83,OP05,M01
2024-12-28,Noir Extrême,B10428,818,22,0.87,39.4,6695.0,19.1,6.82,OP01,M03
2024-12-29,Noir Extrême,B10429,1354,38,0.79,37.2,6178.0,17.6,7.84,OP03,M03
2024-12-30,Noir Gourmand,B10430,936,16,0.76,33.6,6603.0,18.7,7.77,OP03,M03
2024-12-31,Noir Gourmand,B10431,1324,18,0.44,35.9,6679.0,19.5,6.72,OP02,M03
2025-01-01,Noir Corsé,B10432,1022,16,0.51,31.7,6281.0,18.7,7.28,OP01,M02
2025-01-02,Lait Suprême,B10433,1263,24,0.34,37.1,6124.0,19.9,7.45,OP04,M02
2025-01-03,Lait Suprême,B10434,1390,27,0.46,37.2,6438.0,18.6,7.75,OP03,M03
2025-01-03,Noir Gourmand,B10435,1026,15,0.62,40.1,6584.0,17.9,7.41,OP04,M02
2025-01-04,Noir Gourmand,B10436,968,13,0.76,31.9,6180.0,16.6,7.4,OP04,M01
2025-01-05,Noir Extrême,B10437,1222,32,0.95,34.7,6575.0,16.8,6.74,OP02,M03
2025-01-06,Noir Corsé,B10438,843,10,0.83,29.9,6615.0,19.6,6.72,OP02,M01
2025-01-07,Noir Light,B10439,1327,20,0.84,35.9,6022.0,18.9,7.49,OP02,M02
2025-01-08,Lait Suprême,B10440,1257,21,0.72,34.7,6263.0,17.6,6.71,OP02,M01
2025-01-09,Noir Gourmand,B10441,1473,23,0.45,37.6,7107.0,18.4,6.6,OP05,M01
2025-01-09,Noir Corsé,B10442,910,9,0.77,40.7,6821.0,19.3,7.41,OP02,M02
2025-01-10,Noir Light,B10443,1412,12,1.01,35.0,6141.0,17.9,6.7,OP05,M02
2025-01-11,Noir Gourmand,B10444,1492,29,0.77,33.2,6052.0,18.1,6.84,OP01,M03
2025-01-12,Noir Corsé,B10445,1401,23,1.12,39.7,6691.0,17.7,6.88,OP03,M02
2025-01-13,Noir Light,B10446,1410,21,0.67,30.6,6851.0,19.2,7.37,OP03,M01
2025-01-14,Noir Extrême,B10447,1182,29,0.92,32.4,6435.0,16.6,7.48,OP01,M03
2025-01-14,Lait Suprême,B10448,1231,19,0.85,41.9,6477.0,16.8,7.33,OP05,M02
2025-01-15,Noir Gourmand,B10449,1177,18,0.74,41.8,6693.0,19.1,7.1,OP02,M02
2025-01-16,Noir Light,B10450,1033,14,0.93,30.3,6257.0,17.6,7.01,OP01,M03
2025-01-17,Noir Gourmand,B10451,963,16,0.87,39.3,6988.0,17.9,7.4,OP01,M03
2025-01-18,Noir Extrême,B10452,1025,18,0.85,38.1,7117.0,17.6,7.48,OP03,M01
2025-01-19,Lait Suprême,B10453,857,20,1.04,37.0,6527.0,16.8,7.49,OP05,M03
2025-01-20,Noir Gourmand,B10454,833,14,0.76,37.8,6738.0,18.7,7.04,OP02,M02
2025-01-20,Noir Extrême,B10455,1080,24,0.62,33.5,6703.0,18.1,7.61,OP01,M01
2025-01-21,Noir Extrême,B10456,1089,24,0.8,36.2,6417.0,19.3,6.84,OP05,M01
2025-01-22,Noir Light,B10457,1386,12,0.46,35.1,6670.0,18.0,7.01,OP04,M02
2025-01-23,Noir Extrême,B10458,1348,36,0.82,37.7,7159.0,18.3,7.65,OP03,M03
2025-01-24,Lait Suprême,B10459,1398,26,0.73,31.6,6459.0,19.2,6.83,OP04,M02
2025-01-25,Noir Light,B10460,1159,14,0.31,39.7,6298.0,16.4,7.51,OP04,M02
